Last changed by,Oper. System Status,Order,Order Type,Activity,Operation WorkCenter,Operation short text,Description,Functional Location,Number of workers,planned Work,Actual work,Total planned costs,Total actual costs,Scheduled finish,Scheduled start
GBTCAC,TECO,24710489,72FC,0010,NEL-V6-2,Site Set up,MCDR NE-091-S-11 [PD] R14 Damage to Deck,GB.NEL.M0305001,2,8,0,"5,780.00",0,1/6/2023,1/1/2023
GBTCAC,TECO,24710489,72FC,0020,NEL-V6-2,Surface Prep and Apply Coatings,MCDR NE-091-S-11 [PD] R14 Damage to Deck,GB.NEL.M0305001,2,100,0,"5,780.00",0,1/6/2023,1/1/2023
GBTCAC,TECO,24710489,72FC,0030,NEL-V6-2,Site clean Up and De Struct,MCDR NE-091-S-11 [PD] R14 Damage to Deck,GB.NEL.M0305001,2,8,0,"5,780.00",0,1/6/2023,1/1/2023
GBTCAC,TECO,24710489,72FC,0040,NEL-V6-2,Extra repair to C1 Mezz deck,MCDR NE-091-S-11 [PD] R14 Damage to Deck,GB.NEL.M0305001,2,36,0,"5,780.00",0,1/6/2023,1/1/2023
GBTCAC,TECO,24710489,72FC,0050,NEL-V6-2,repair to Helideck walkway,MCDR NE-091-S-11 [PD] R14 Damage to Deck,GB.NEL.M0305001,2,18,0,"5,780.00",0,1/6/2023,1/1/2023
R_CPS_RFC,CNF  TECO,28297589,72FC,0020,NEL-V6-2,Remove salt deposits using Hydraclean,FM Eliminate the CSCC threat on flowline,GB.NEL.A0101888,2,126,126,"5,644.40","4,339.69",1/2/2023,1/1/2023
R_CPS_RFC,CNF  TECO,28297589,72FC,0025,NEL-ZD-N,Dye Pen welds,FM Eliminate the CSCC threat on flowline,GB.NEL.A0101888,2,20,1,"5,644.40","4,339.69",1/2/2023,1/1/2023
R_CPS_RFC,TECO,28297589,72FC,0026,NEL-ZD-N,Dye Pen welds,FM Eliminate the CSCC threat on flowline,GB.NEL.A0101888,2,20,0,"5,644.40","4,339.69",1/2/2023,1/1/2023
R_CPS_RFC,TECO,28297589,72FC,0030,NEL-V6-2,Prep & paint exposed welds,FM Eliminate the CSCC threat on flowline,GB.NEL.A0101888,2,40,0,"5,644.40","4,339.69",1/2/2023,1/1/2023
R_CPS_RFC,CNF  TECO,60334372,72FC,0010,NEL-V6-2,NE-2018-763,FM remedial work of pipework WP005,GB.NEL.A0203888,2,40,40,"7,120.00","5,440.00",1/2/2023,1/1/2023
R_CPS_RFC,CNF  TECO,60334372,72FC,0020,NEL-V6-2,NE-2018-765,FM remedial work of pipework WP005,GB.NEL.A0203888,2,40,40,"7,120.00","5,440.00",1/2/2023,1/1/2023
R_CPS_RFC,CNF  TECO,60334372,72FC,0030,NEL-V1-2,NE-2018-767,FM remedial work of pipework WP005,GB.NEL.A0203888,2,40,40,"7,120.00","5,440.00",1/2/2023,1/1/2023
R_CPS_RFC,CNF  TECO,60334372,72FC,0035,NEL-E0-2,Check & re-attach trace heating,FM remedial work of pipework WP005,GB.NEL.A0203888,1,8,8,"7,120.00","5,440.00",1/2/2023,1/1/2023
R_CPS_RFC,CNF  TECO,60334372,72FC,0040,NEL-L1-2,NE-2018-766,FM remedial work of pipework WP005,GB.NEL.A0203888,2,40,40,"7,120.00","5,440.00",1/2/2023,1/1/2023
R_CPS_RFC,TECO,60334372,72FC,0060,NEL-L1-2,NE-2018-777,FM remedial work of pipework WP005,GB.NEL.A0203888,2,40,0,"7,120.00","5,440.00",1/2/2023,1/1/2023
R_CPS_RFC,CNF  TECO,60747185,72FC,0010,NEL-ZB-J,L-8343 Distribution Board MCCB Faults,L-8343 Distribution Board MCCB Faults,GB.NEL.NE-L-8343,1,10,10,954.6,656.4,1/1/2023,1/1/2023
R_CPS_RFC,TECO,61344570,72FC,0010,NEL-V1-2,Set up @ East Crane[Boom Rest Structure],FM @ East Crane[Boom Rest Structure],GB.NEL.K0101001,2,4,0,"4,352.00",0,1/7/2023,1/1/2023
R_CPS_RFC,TECO,61344570,72FC,0020,NEL-V1-2,Surface Prep@ East Crane[Boom Rest Struc,FM @ East Crane[Boom Rest Structure],GB.NEL.K0101001,2,80,0,"4,352.00",0,1/7/2023,1/1/2023
R_CPS_RFC,TECO,61344570,72FC,0030,NEL-V1-2,Apply Coat 1@ East Crane[Boom Rest Struc,FM @ East Crane[Boom Rest Structure],GB.NEL.K0101001,2,20,0,"4,352.00",0,1/7/2023,1/1/2023
R_CPS_RFC,TECO,61344570,72FC,0040,NEL-V1-2,Apply Coat 2@ East Crane[Boom Rest Struc,FM @ East Crane[Boom Rest Structure],GB.NEL.K0101001,2,20,0,"4,352.00",0,1/7/2023,1/1/2023
R_CPS_RFC,TECO,61344570,72FC,0050,NEL-V1-2,Derig @ East Crane[Boom Rest Struc,FM @ East Crane[Boom Rest Structure],GB.NEL.K0101001,2,4,0,"4,352.00",0,1/7/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61558169,72FC,0010,NEL-E0-2,Isolation @ NEL2020 226 ST,NEL2020 226 ST-FM & seal on supprt P1Mez,GB.NEL.M0309,1,4,0,432.01,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61558169,72FC,0020,NEL-V6-2,Set-up @ NEL2020 226 ST,NEL2020 226 ST-FM & seal on supprt P1Mez,GB.NEL.M0309,2,1,0,432.01,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61558169,72FC,0030,NEL-V6-2,SOBO Wash @ NEL2020 226 ST,NEL2020 226 ST-FM & seal on supprt P1Mez,GB.NEL.M0309,2,1,0,432.01,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61558169,72FC,0040,NEL-V6-2,Surf Prep & Coat 1 @ NEL2020 226 ST ST3,NEL2020 226 ST-FM & seal on supprt P1Mez,GB.NEL.M0309,2,3,0,432.01,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61558169,72FC,0050,NEL-V6-2,Apply 2nd coat NEL2020 226 ST FC2-N,NEL2020 226 ST-FM & seal on supprt P1Mez,GB.NEL.M0309,2,1,0,432.01,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61558169,72FC,0060,NEL-V6-2,De-rig @ NEL2020 226 ST,NEL2020 226 ST-FM & seal on supprt P1Mez,GB.NEL.M0309,2,1,0,432.01,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61558169,72FC,0070,NEL-V6-2,QAQC @ NEL2020 226 ST,NEL2020 226 ST-FM & seal on supprt P1Mez,GB.NEL.M0309,1,1,0,432.01,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61558169,72FC,0080,NEL-ZD-N,Update / Close MCDR,NEL2020 226 ST-FM & seal on supprt P1Mez,GB.NEL.M0309,1,1,0,432.01,0,1/1/2023,1/1/2023
R_CPS_RFC,TECO,61576830,72FC,0010,NEL-V6-2,Water Wash,[TA23] Chloride deposits E-7401 Tube Bun,GB.NEL.NE-V-7401,1,9,0,306.04,0,1/2/2023,1/1/2023
R_CPS_RFC,TECO,61576830,72FC,0020,NEL-ZF-S,Inspection @E-7401,[TA23] Chloride deposits E-7401 Tube Bun,GB.NEL.NE-V-7401,1,4,0,306.04,0,1/2/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61640385,72FC,0010,NEL-E0-2,Replace MCCB's/RCD's in L-8342 8RYB,Replace MCCB's/RCD's in L-8342 marked sp,GB.NEL.NE-L-8342,1,8,8,606.35,269.21,1/2/2023,1/1/2023
R_CPS_RFC,PRT  TECO,61771981,72FC,0010,NEL-L6-2,Replace Lagging LICA 50002,Lagging requires replacement LICA 50002,GB.NEL.NE-IV-50044,2,80,0,"2,720.00",0,1/4/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61789244,72FC,0010,NEL-L6-2,Set Up & Remove Insulation @P-1012,Damaged & missing insulation P-1012 CD1,GB.NEL.NE-P-1012,2,24,0,"3,264.08",0,1/5/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61789244,72FC,0020,NEL-ZD-N,Carry out inspection @P-1012,Damaged & missing insulation P-1012 CD1,GB.NEL.NE-P-1012,2,8,0,"3,264.08",0,1/5/2023,1/1/2023
R_CPS_RFC,CNF  TECO,61789244,72FC,0030,NEL-L6-2,Reinstate Insulatio derig & QAQC @P-1012,Damaged & missing insulation P-1012 CD1,GB.NEL.NE-P-1012,2,72,0,"3,264.08",0,1/5/2023,1/1/2023
R_CPS_RFC,TECO,61975619,72FC,0010,NEL-V6-2,NELSON CARBON STEEL CUI 2022,NELSON CARBON STEEL CUI 2022,GB.NEL,1,"3,600.00",0,"122,400.00",0,12/9/2023,1/1/2023
R_CPS_RFC,TECO,61975642,72FC,0010,NEL-V6-2,NELSON CARBON STEEL CUI 2023,NELSON CARBON STEEL CUI 2023,GB.NEL,1,"3,600.00",0,"122,400.00",0,12/9/2023,1/1/2023
R_CPS_RFC,CNF  TECO,62122489,72FC,0010,NEL-I0-2,Replace SOV in HCV-01015 Well 15N21,Replace SOV in HCV-01015 Well 15N21 OIL,GB.NEL.NE-HCV-01015,1,4,4,443,496.25,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,62413057,72FC,0010,NEL-V6-2,NEL2022 88ST- Reinstate PFP GL30-40 C2M,NEL2022 88ST- Reinstate PFP GL30-40 C2M,GB.NEL.M0205007,2,20,20,680,680,1/1/2023,1/1/2023
R_CPS_RFC,CNF  ORSP TECO,62490136,72FP,0010,NEL-I1-7,(W) METERING DAILY CHECKS,(W) METERING DAILY CHECKS (C1),GB.NEL.A03,1,7,7,0.08,0.08,1/1/2023,1/1/2023
R_CPS_RFC,CNF  ORSP TECO,62490136,72FP,0020,NEL-I1-7,(W) DENSITOMETER MONITORING,(W) METERING DAILY CHECKS (C1),GB.NEL.A03,1,1,1,0.08,0.08,1/1/2023,1/1/2023
R_CPS_RFC,CNF  PRT  TECO,62490281,72FP,0010,NEL-O1,(W) BIOCIDE TREATMENT OF WATER USING PWR,(W) BIOCIDE TREATMENT OF PRODUCED WATER,GB.NEL.E0311001,1,2,2,0.02,0.02,1/1/2023,1/1/2023
R_CPS_RFC,CNF  PRT  TECO,62490285,72FP,0010,NEL-O1,(W) BIOCIDE TREATMENT OF LP FLARE DRUM,(W) BIOCIDE TREATMENT OF LP FLARE DRUM,GB.NEL.E1431002,1,10,2,0.1,0.02,1/1/2023,1/1/2023
R_CPS_RFC,CNF  PRT  TECO,62490301,72FP,0010,NEL-O2,(W) OPERATIONS WEEKLY HOSE CHECKS,(W) OPERATIONS WEEKLY HOSE CHECKS,GB.NEL,1,3,3,40.03,40.03,1/1/2023,1/1/2023
R_CPS_RFC,CNF  PRT  TECO,62490301,72FP,0020,NEL-M0-2,(W) CHECK HYDRASUN REGISTER AND UPDATE,(W) OPERATIONS WEEKLY HOSE CHECKS,GB.NEL,1,1,1,40.03,40.03,1/1/2023,1/1/2023
TPGBMBEC,CNF  ICHA QMDA TECO,62490304,72FP,0010,NEL-ZF-S,(M) UT INSPECTION OF WELL FLOWLINE,(M) UT INSPECTION OF WELL 6 FLOWLINE,GB.NEL.A0101888,1,2,2,0.02,0.02,1/1/2023,1/1/2023
TPGBMBEC,CNF  ICHA QMDA TECO,62490305,72FP,0010,NEL-ZF-S,(M) UT INSPECTION OF WELL FLOWLINE,(M) UT INSPECTION OF WELL 9 FLOWLINE,GB.NEL.A0101888,1,2,2,0.02,0.02,1/1/2023,1/1/2023
R_CPS_RFC,CNF  ORSP TECO,62490315,72FP,0010,NEL-M0-2,(W) WEEKLY FIRE TEAM TRAINING,(W) FIRE TEAM TRAINING,GB.NEL.F0911016,2,2,0,240,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,62490315,72FP,0020,NEL-E0-2,(W) WEEKLY FIRE TEAM TRAINING,(W) FIRE TEAM TRAINING,GB.NEL.F0911016,2,2,2,240,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,62490315,72FP,0030,NEL-I0-2,(W) WEEKLY FIRE TEAM TRAINING,(W) FIRE TEAM TRAINING,GB.NEL.F0911016,2,2,2,240,0,1/1/2023,1/1/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62490331,72FP,0010,NEL-O2,(M) QA/QC CHECK OF NELSON OIL IN WATER L,(M) QA/QC OIL/WATER LOG BOOK CHECK,GB.NEL,1,1,1,0.01,0.01,1/1/2023,1/1/2023
R_CPS_RFC,CNF  PRT  TECO,62490355,72FP,0010,NEL-O1,(M) IR ANALYSER VALIDATION,(M) IR ANALYSER VALIDATION,GB.NEL.A0401,1,1,1,0.01,0.01,1/1/2023,1/1/2023
TPGBMBEC,CNF  ICHA QMDA TECO,62490361,72FP,0010,NEL-ZF-S,(M) UT THICKNESS CHECKS,(M) 13/N20 UT MONITORING WELL 13,GB.NEL.A0101888,1,2,2,0.02,0.02,1/1/2023,1/1/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62490419,72FP,0010,NEL-O2,(W) SSP DELAYED REPAIR CHECKS,(W) SSP DELAYED REPAIR CHECKS,GB.NEL,1,1,1,0.01,0.01,1/1/2023,1/1/2023
R_CPS_RFC,CNF  PRT  TECO,62490431,72FP,0010,NEL-O1,(1) RETURN ULTRA TURRAX 2 FOR RECERT,(1) RETURN ULTRA TURRAX 2 FOR RECERT,GB.NEL.L0204,1,2,2,0.02,0.02,1/1/2023,1/1/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62490438,72FP,0010,NEL-O2,(W)COMPLETE MOBILE SOURCE/NORM STORE CHE,(W) RPS CHECKS,GB.NEL,1,2,2,0.02,0.02,1/1/2023,1/1/2023
R_CPS_RFC,CNF  TECO,62576959,72FC,0010,NEL-V6-2,NEL 2022 165 PS corroded p/s VH-52308,NEL 2022 165 PS corroded p/s VH-52308,GB.NEL.E1401888,2,2,2,68,68,1/1/2023,1/1/2023
GBASVB,CNF  TECO,61342678,72FC,0010,NEL-ZF-S,Release Note/ NDT @MCDR 2020 74 PS,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,8,8,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0020,NEL-V6-2,Set-up @MCDR 2020 74 PS,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,5,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,CNF  TECO,61342678,72FC,0030,NEL-V6-2,Prep & Paint MCDR 2020 74,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,1,1,1,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0040,NEL-V6-2,Prep & Paint IV-54054 MCDR 2020 74PS FC2,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0050,NEL-V6-2,Prep & Paint IV-54055 MCDR 2020 74PS FC2,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0060,NEL-V6-2,Prep & Paint IV-54056 MCDR 2020 74PS FC2,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0070,NEL-V6-2,Prep & Paint IV-54057 MCDR 2020 74PS FC2,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0080,NEL-V6-2,Prep & Paint IV-54058 MCDR 2020 74PS FC2,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0090,NEL-V6-2,Prep & Paint IV-54059 MCDR 2020 74PS FC2,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0100,NEL-V6-2,Prep & Paint IV-54064 MCDR 2020 74PS FC2,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0110,NEL-V6-2,Prep & Paint IV-54061 MCDR 2020 74PS FC2,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0120,NEL-V6-2,Prep & Paint IV-54062 *MCDR 2020 74 PS,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0130,NEL-V6-2,Prep & Paint IV-54063 MCDR 2020 74PS FC2,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,7,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0140,NEL-V6-2,De-rig @ MCDR 2020 74 PS,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,2,5,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0145,NEL-V6-2,QAQC MCDR 2020 74PS,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,1,1,0,34.08,34.08,1/2/2023,1/2/2023
GBASVB,DLT  TECO,61342678,72FC,0150,NEL-ZF-S,OIE to close out MCDR 2020 74 PS,MS* FM @ [Pipe Deck] MCDR 2020 74 PS SS3,GB.NEL.NE-T-8001,1,1,0,34.08,34.08,1/2/2023,1/2/2023
R_CPS_RFC,TECO,61630200,72FC,0010,NEL-V6-2,FM Stencilling to pipework & valves,FM Stencilling to pipework & valves,GB.NEL,2,72,0,"2,448.00",0,1/5/2023,1/2/2023
R_CPS_RFC,CNF  TECO,61779332,72FC,0010,NEL-V6-2,FM SSPCSP-11 & FC2M @ NEL2021 15 ST,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,2,500,500,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,DLT  TECO,61779332,72FC,0020,NEL-V6-2,Set-up @NEL2021 15 ST,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,2,25,0,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,DLT  TECO,61779332,72FC,0030,NEL-V6-2,SOBO Wash @NEL2021 15 ST,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,2,25,0,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,DLT  TECO,61779332,72FC,0040,NEL-V6-2,SSPCSP-11 & Coat 1 @NEL2021 15 ST,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,2,278,0,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,DLT  TECO,61779332,72FC,0050,NEL-V6-2,Apply 2nd Coat @NEL2021 15 ST,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,2,150,0,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,DLT  TECO,61779332,72FC,0060,NEL-V6-2,De-rig @NEL2021 15 ST,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,2,25,0,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,DLT  TECO,61779332,72FC,0070,NEL-V6-2,QAQC @NEL2021 15 ST,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,1,1,0,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,DLT  TECO,61779332,72FC,0075,NEL-ZD-N,UT@NEL2021 15 ST,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,1,12,0,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,CNF  TECO,61779332,72FC,0080,NEL-ZF-S,Carry out UT to deck,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,1,20,20,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,CNF  TECO,61779332,72FC,0085,NEL-ZF-S,Carry out inspection to deck,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,2,100,100,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,CNF  TECO,61779332,72FC,0090,NEL-V6-2,Surface prep and paint deck plate,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,2,160,160,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,DLT  TECO,61779332,72FC,0100,NEL-ZF-S,OIE to close out,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,1,7,0,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,CNF  TECO,61779332,72FC,0110,NEL-V6-2,paint deck section 2,NEL 2021 15 ST - C1M perforated deck,GB.NEL.M0305001,3,60,60,"24,481.20","24,481.20",1/6/2023,1/2/2023
R_CPS_RFC,CNF  TECO,62341046,72FC,0010,NEL-V6-2,FM SSPCSP-11 & FC2M @,NEL 2021 223 PS B8 Bolting,GB.NEL.NE-IV-01649,1,1,1,34,34,1/2/2023,1/2/2023
R_CPS_RFC,DLT  TECO,62341046,72FC,0020,NEL-ZF-S,Update/Close MCDR,NEL 2021 223 PS B8 Bolting,GB.NEL.NE-IV-01649,1,1,0,34,34,1/2/2023,1/2/2023
GBDBBG,CNF  REL,62471696,72FP,0010,NEL-I0-2,(1)RETURN WIKA TEST EQUIPMENT FOR RECERT,@ (1) PDG/R1/R2/R3 CALIBRATE GAUGES,GB.NEL.F10,1,1,1,"1,320.00",440,1/5/2023,1/2/2023
GBDBBG,CNF  ICHA ORSP QMDA REL,62471696,72FP,0020,NEL-I0-2,(1) CALIBRATE GAUGES (12HRS),@ (1) PDG/R1/R2/R3 CALIBRATE GAUGES,GB.NEL.F10,2,32,32,"1,320.00",440,1/5/2023,1/2/2023
R_CPS_RFC,CNF  TECO,62471924,72FP,0010,NEL-ZF-S,(1) CORROSION COUPON PRESSURE CAP SURVEY,(1) CORROSION COUPON PRESS CAP SURVEY,GB.NEL.G0204001,2,24,12,0.24,0.12,1/4/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62479261,72FP,0010,NEL-I1-7,(Q) FGI STR2 CONFIG CHECKS (C1),(Q) FGI STR2 CONFIG CHECKS (C1),GB.NEL.E0811003,1,3,3,0.03,0.03,1/2/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62479263,72FP,0010,NEL-I1-7,(Q) FGI STR1 CONFIG CHECKS (C1),(Q) FGI STR1 CONFIG CHECKS (C1),GB.NEL.E0811003,1,3,3,0.03,0.03,1/2/2023,1/2/2023
INNKCQ,CNF  ICHA ORSP QMDA TECO,62489922,72FP,0010,NEL-I0-2,(1)CALIBRATE PPRESSURE SWITCHES & GAUGES,(1) PDG/R4 CALIBRATE GAUGE/PRESS SW,GB.NEL.D0403,2,14,14,560,160,1/4/2023,1/2/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62489934,72FP,0010,NEL-M0-2,(Q) HCF DP Checks,(Q) HCF DP Checks,GB.NEL.F10,1,1,1,40,40,1/2/2023,1/2/2023
GBPPBC,CNF  TECO,62489936,72FP,0010,NEL-E0-2,(3) EX EQUIPMENT INSPECTION,(3) EX EQUIP INSP - P1/NE,GB.NEL.E0261034,2,70,70,"3,140.00",0,1/9/2023,1/2/2023
GBPPBC,CNF  TECO,62489936,72FP,0020,NEL-E0-2,(3) EX EQUIPMENT INSPECTION,(3) EX EQUIP INSP - P1/NE,GB.NEL.E0261034,2,8,8,"3,140.00",0,1/9/2023,1/2/2023
GBPPBC,CNF  ICHA QMDA TECO,62489936,72FP,0030,NEL-E0-2,(3) PERFORMANCE STANDARD ASSURANCE,(3) EX EQUIP INSP - P1/NE,GB.NEL.E0261034,1,0.5,0.5,"3,140.00",0,1/9/2023,1/2/2023
GBPPBC,CNF  ICHA QMDA TECO,62490084,72FP,0010,OTA-LG,(1) COLLISION AVOIDANCE PERF. STANDARD,(1) COLLISION AVOIDANCE PERF. STANDARD,GB.NEL.K0205001,1,1,1,0.01,0.01,1/2/2023,1/2/2023
R_CPS_RFC,CNF  TECO,62490112,72FP,0010,NEL-ZC-8,(2W) TOP UP TR FLOOR DRAINS,(2W) TOP UP TR FLOOR DRAINS,GB.NEL.E04,1,3,3,0.03,0.03,1/2/2023,1/2/2023
R_CPS_RFC,CNF  PRT  TECO,62490113,72FP,0010,NEL-O2,(W) EXTERNAL SHOWERHEAD FLUSHING,(W) EXTERNAL SHOWERHEAD FLUSHING,GB.NEL.E04,1,3,3,0.03,0.03,1/2/2023,1/2/2023
R_CPS_RFC,CNF  TECO,62490114,72FP,0010,NEL-ZC-8,(W) DOMESTIC SHOWERHEAD FLUSHING,(W) DOMESTIC SHOWERHEAD FLUSHING,GB.NEL.E04,1,3,3,0.03,0.03,1/2/2023,1/2/2023
R_CPS_RFC,CNF  PRT  TECO,62490152,72FP,0010,NEL-O2,(W) HYPOCHRLORITE GENERATOR CHECKS,(W) HYPOCHLORITE GENERATOR CHECKS,GB.NEL.NE-ZA-4200,1,2,2,0.02,0.02,1/2/2023,1/2/2023
TPGBPTU1,CNF  ICHA ORSP QMDA TECO,62490220,72FP,0010,NEL-Z3-2,(W) COXSWAIN LIFEBOAT CHECKS,(W) COXSWAIN LIFEBOAT CHECKS,GB.NEL.F0901,5,5,5,200,0,1/2/2023,1/2/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62490226,72FP,0010,NEL-O8,(Q) DAY TANK VALVE CHECKS,(Q) MAIN GENERATOR DAY TANK V/V CHECKS,GB.NEL.E0907002,1,2,2,0.02,0,1/2/2023,1/2/2023
R_CPS_RFC,TECO,62490400,72FP,0010,NEL-E0-2,(W) ENABLER FOR 7DAY OPERATION,(W) RPE DUTIES,GB.NEL.E01,0,0,0,280,280,1/6/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62490400,72FP,0020,NEL-E0-2,(W) RPE DUTIES,(W) RPE DUTIES,GB.NEL.E01,1,7,7,280,280,1/6/2023,1/2/2023
R_CPS_RFC,CNF  PRT  TECO,62498461,72FP,0010,NEL-O2,(M) HYPOCHLORITE UNIT INSPECTION,(M) HYPOCHLORITE UNIT INSPECTION,GB.NEL.E0311001,1,2,2,0.02,0.02,1/2/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62498590,72FP,0010,NEL-I1-7,(W) METERING OIL PROVES (C1),(W) METERING OIL PROVES (C1),GB.NEL.A0321001,1,2,2,0.02,0.02,1/2/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62498596,72FP,0010,NEL-I1-7,(Q) HOWE GAS LIFT CONFIG CHECK,(Q) HOWE GAS LIFT CONFIG CHECK (C2),GB.NEL.A0802004,1,2,2,0.02,0.02,1/2/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62498597,72FP,0010,NEL-I1-7,(Q) TEST SEP CONFIG CHECK,(Q) TEST SEP CONFIG CHECK (C2),GB.NEL.A0221002,1,2,2,0.02,0.02,1/2/2023,1/2/2023
