Last changed by,Oper. System Status,Order,Order Type,Activity,Operation WorkCenter,Operation short text,Description,Functional Location,Number of workers,planned Work,Actual work,Total planned costs,Total actual costs,Scheduled finish,Scheduled start
GBCMFC,CNF  TECO,62663396,72FC,0020,NEL-M0-2,Repair glycol pump P-7401 head,Repair glycol circ pump P-7401 north hea,GB.NEL.NE-P-7401,2,6,6,"3,692.79","3,947.32",6/14/2023,6/14/2023
GBCMFC,CNF  TECO,62663396,72FC,0025,NEL-M0-2,pump strip and repair,Repair glycol circ pump P-7401 north hea,GB.NEL.NE-P-7401,2,6,7,"3,692.79","3,947.32",6/14/2023,6/14/2023
GBCMFC,CNF  TECO,62663396,72FC,0030,NEL-O2,Deisolate pump P-7401,Repair glycol circ pump P-7401 north hea,GB.NEL.NE-P-7401,1,1,2,"3,692.79","3,947.32",6/14/2023,6/14/2023
R_CPS_RFC,CNF  PRT  TECO,62665048,72FP,0010,NEL-O2,(W) SWITCH OPERATIONAL PUMP P-4600/1,(W) WATER TRANSFER PUMP SWITCHOVERS,GB.NEL.E04,1,1,1,0.02,0.02,6/14/2023,6/14/2023
R_CPS_RFC,CNF  PRT  TECO,62665048,72FP,0020,NEL-O2,(W) SWITCH OPERATIONAL PUMP P-8801/2,(W) WATER TRANSFER PUMP SWITCHOVERS,GB.NEL.E04,1,1,1,0.02,0.02,6/14/2023,6/14/2023
GBDBBG,CNF  ICHA ORSP QMDA TECO,62665055,72FP,0010,NEL-I0-2,(M) XZV-01629 FULL CLOSURE TEST,(M) XZV-01629 FULL CLOSURE TEST,GB.NEL.NE-XZV-01629,2,6,6,240,0,6/14/2023,6/14/2023
GBDBBG,CNF  ICHA ORSP QMDA TECO,62665056,72FP,0010,NEL-I0-2,(M) XZV-02607 FULL CLOSURE ONLY,(M) XZV-02607 FULL CLOSURE ONLY,GB.NEL.NE-XZV-02607,1,5,5,200,0,6/14/2023,6/14/2023
GBKSTN,CNF  PRT  TECO,62669312,72FC,0010,NEL-M0-2,P-1032: Remove gearbox housing,Replace P-1032 UE-10460 sensor failed,GB.NEL.NE-UE-10460,2,12,0,"2,516.00","2,309.38",6/15/2023,6/14/2023
GBKSTN,CNF  PRT  TECO,62669312,72FC,0020,NEL-Z8-2,P-1032: Lift gearbox cover,Replace P-1032 UE-10460 sensor failed,GB.NEL.NE-UE-10460,1,3,0,"2,516.00","2,309.38",6/15/2023,6/14/2023
GBKSTN,CNF  PRT  TECO,62669312,72FC,0030,NEL-I0-2,P-1032: Replace UE-10460 sensor,Replace P-1032 UE-10460 sensor failed,GB.NEL.NE-UE-10460,1,3,6,"2,516.00","2,309.38",6/15/2023,6/14/2023
INRCMD,CNF  ORSP PRT  REL,61187761,72FC,0010,NEL-S1-2,Erect Scaffold to temp support bridle,Corroded spring support 074-PS-153 (V-50,GB.NEL.NE-V-5000,2,8,8,"2,337.01","2,319.01",6/15/2023,6/15/2023
INRCMD,CNF  ORSP PRT  REL,61187761,72FC,0020,NEL-S1-2,Erect Inboard Scaffold access,Corroded spring support 074-PS-153 (V-50,GB.NEL.NE-V-5000,2,16,16,"2,337.01","2,319.01",6/15/2023,6/15/2023
INRCMD,CNF  ORSP PRT  REL,61187761,72FC,0030,NEL-M8-2,Remove old support,Corroded spring support 074-PS-153 (V-50,GB.NEL.NE-V-5000,2,6,6,"2,337.01","2,319.01",6/15/2023,6/15/2023
INRCMD,CNF  ORSP PRT  REL,61187761,72FC,0040,NEL-V6-2,Clean & Paint Steel,Corroded spring support 074-PS-153 (V-50,GB.NEL.NE-V-5000,2,8,8,"2,337.01","2,319.01",6/15/2023,6/15/2023
INRCMD,CNF  ORSP PRT  REL,61187761,72FC,0050,NEL-M8-2,Install new support,Corroded spring support 074-PS-153 (V-50,GB.NEL.NE-V-5000,2,8,8,"2,337.01","2,319.01",6/15/2023,6/15/2023
INRCMD,CNF  ORSP PRT  REL,61187761,72FC,0060,NEL-S1-2,Remove Scaffold access,Corroded spring support 074-PS-153 (V-50,GB.NEL.NE-V-5000,2,8,8,"2,337.01","2,319.01",6/15/2023,6/15/2023
INRCMD,CNF  ORSP PRT  REL,61187761,72FC,0070,NEL-S1-2,Remove temp scaffold support,Corroded spring support 074-PS-153 (V-50,GB.NEL.NE-V-5000,2,4,4,"2,337.01","2,319.01",6/15/2023,6/15/2023
INRCMD,CNF  ORSP PRT  REL,61187761,72FC,0090,NEL-ZF-S,Close out the MCDR NEL 2019 415 PS,Corroded spring support 074-PS-153 (V-50,GB.NEL.NE-V-5000,1,1,1,"2,337.01","2,319.01",6/15/2023,6/15/2023
GBKSTN,CNF  PRT  TECO,62561229,72FC,0010,NEL-I0-2,UE-10458: Investigate/replace probe,Investigate UE-10458 P-1032 G/Box keypha,GB.NEL.NE-UE-10458,1,6,6,466,314.98,6/15/2023,6/15/2023
R_CPS_RFC,CNF  TECO,62600441,72FP,0010,NEL-E0-2,(Q) ARC FLASH EQUIPMENT MAINTENANCE,"(Q,3) ARC FLASH EQUIPMENT MAINT",GB.NEL.E02,1,1,1,40,40,6/15/2023,6/15/2023
R_CPS_RFC,CNF  ORSP TECO,62623689,72FP,0010,NEL-M0-2,(M) HYDRAULIC POWER UNIT MONTHLY MAINTEN,"(M,Q,1) ZA-9700 HPU INSPECT",GB.NEL.D0206601,1,2,2,80,80,6/15/2023,6/15/2023
TPGBPTU1,CNF  ORSP PRT  REL,62642159,72FP,0010,NEL-ZC-8,(M) VISUAL REFRIGERATION CHECK,(M) VISUAL REFRIGERATION CHECK,GB.NEL.L0101,1,0.5,0,0.01,0,6/15/2023,6/15/2023
R_CPS_RFC,CNF  PRT  TECO,62642249,72FP,0010,NEL-O2,(W) POT WATER DEADLEG FLUSHING,(W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,2,0.08,0.08,6/16/2023,6/15/2023
R_CPS_RFC,CNF  PRT  TECO,62642249,72FP,0020,NEL-O2,(W) FLUSH FEED TO HUMIDIFIER HH-8801/02,(W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,2,0.08,0.08,6/16/2023,6/15/2023
R_CPS_RFC,CNF  PRT  TECO,62642249,72FP,0030,NEL-O2,(W) FEED TO PIG LAUNCHER VIA TANK T1001,(W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,2,0.08,0.08,6/16/2023,6/15/2023
R_CPS_RFC,CNF  PRT  TECO,62642249,72FP,0040,NEL-O2,(W) DERRICK POTWTR SPLY (UNDER DRAG DRN),(W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,2,0.08,0.08,6/16/2023,6/15/2023
R_CPS_RFC,CNF  ORSP TECO,62642320,72FP,0010,NEL-S1-2,(W) INSPECT AND TAG SCAFFOLD,(W) SCAFFOLD INSPECTION AND TAGGING,GB.NEL,1,22,19,748,646,6/17/2023,6/15/2023
R_CPS_RFC,CNF  PRT  TECO,62642344,72FP,0010,NEL-O1,(4M) WATER SAMPLE FROM 09-N36 WELL,(4M) WATER SAMPLE FROM 09-N36 WELL,GB.NEL.A0221001,1,1,1,0.01,0.01,6/15/2023,6/15/2023
GBKSTN,CNF  ICHA ORSP QMDA TECO,62642450,72FP,0010,NEL-I0-2,(W) TEMP REFUGE HVAC ESD/IPF TRIP TESTS,"(W,6W) TR HVAC ESD/IPF TRIP TESTS",GB.NEL.F10,2,12,12,480,0,6/15/2023,6/15/2023
R_CPS_RFC,CNF  ORSP TECO,62642500,72FP,0010,NEL-I1-7,(H)FGI STR2 CORIOLIS ZERO FLOW CHECK(C1),(H) STR2 CORIOLIS ZERO FLOW CHECK(C1),GB.NEL.NE-FE-52247,1,4,4,0.04,0.04,6/15/2023,6/15/2023
R_CPS_RFC,CNF  ORSP TECO,62642502,72FP,0010,NEL-I1-7,(Q) FGI STR2 CONFIG CHECKS (C1),(Q) FGI STR2 CONFIG CHECKS (C1),GB.NEL.E0811003,1,3,0,0.03,0,6/15/2023,6/15/2023
R_CPS_RFC,CNF  ORSP TECO,62642503,72FP,0010,NEL-I1-7,(Q) FGI STR2 CALIBRATION CHECKS (C1),(Q) FGI STR2 CALIBRATION CHECKS (C1),GB.NEL.E0811003,1,8,8,0.08,0.08,6/15/2023,6/15/2023
R_CPS_RFC,CNF  PRT  TECO,62642541,72FP,0010,NEL-O1,(Q)OBTAIN SW SAMPLE & ANALYSE OIL CONT,(Q) SAMPLING MOL PUMP SW RETURNS FOR OIL,GB.NEL.A0312,1,2,2,0.02,0.02,6/15/2023,6/15/2023
R_CPS_RFC,CNF  TECO,62650487,72FP,0010,NEL-ZF-S,MONITOR PG ON SOUTH SAT CLAMP,(M) MONITOR PG ON SOUTH SAT CLAMP,GB.NEL.NE-N1717-101,1,1,1,0.01,0.01,6/15/2023,6/15/2023
GBKSTN,CNF  ORSP TECO,62689264,72FP,0010,NEL-I0-2,(W) A-78170 DAILY PSD/ESD FAULT FINDING,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,7,7,"1,920.00",360,6/16/2023,6/15/2023
GBKSTN,CNF  ORSP TECO,62689264,72FP,0020,NEL-I0-2,(W) HONEYWELL AAM BAD ACTOR REVIEW,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,14,14,"1,920.00",360,6/16/2023,6/15/2023
GBKSTN,CNF  ORSP TECO,62689264,72FP,0030,NEL-I0-2,(W) EPU DAILY READINGS,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,7,7,"1,920.00",360,6/16/2023,6/15/2023
GBKSTN,CNF  ORSP TECO,62689264,72FP,0035,NEL-I0-2,(W)PES/TOTU/EMOC/FIT4/TCI-QUERIES&ACTION,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,10,10,"1,920.00",360,6/16/2023,6/15/2023
GBKSTN,CNF  ICHA ORSP QMDA TECO,62689264,72FP,0040,NEL-I0-2,(2W) SCE F & G ON-LINE DEFECT REPORT,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,7,7,"1,920.00",360,6/16/2023,6/15/2023
GBKSTN,CNF  ORSP TECO,62689264,72FP,0050,NEL-I0-2,(2W) INSTRUMENT SYSTEM TRAINING,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,3,3,"1,920.00",360,6/16/2023,6/15/2023
GBKSTN,CNF  TECO,62689277,72FC,0010,NEL-E0-2,Replace start relays f/p C bank B,Replace start relays f/p C bank B,GB.NEL.NE-P-6602,1,4,4,348.48,"3,707.93",6/15/2023,6/15/2023
GBKSTN,CNF  TECO,62689277,72FC,0020,NEL-O2,Asistance for Starting Fire Pump C,Replace start relays f/p C bank B,GB.NEL.NE-P-6602,1,2,2,348.48,"3,707.93",6/15/2023,6/15/2023
R_CPS_RFC,CNF  ORSP TECO,61098133,72FC,0010,NEL-M0-2,Reinstall G-8002 Exhaust cladding,Reinstall G-8002 Exhaust cladding,GB.NEL.NE-G-8002,2,1,1,40.01,40,6/16/2023,6/16/2023
GBDBBG,CNF  ORSP REL,62191102,72FP,0010,NEL-M0-2,(6) RELIEF VALVE RE-CERTIFICATION,(6) RV-10517 Overhaul on P-1032@,GB.NEL.NE-RV-10517,1,8,8,480.87,452.45,6/16/2023,6/16/2023
R_CPS_RFC,CNF  TECO,62572324,72FC,0005,NEL-E0-2,Isolate pump P-1032,Reseal P-1032 NDE bearing housing,GB.NEL.NE-P-1032,1,2,2,"1,230.00",870,6/20/2023,6/16/2023
R_CPS_RFC,CNF  ORSP TECO,62572324,72FC,0010,NEL-S1-2,Erect Lifting Frame,Reseal P-1032 NDE bearing housing,GB.NEL.NE-P-1032,2,10,10,"1,230.00",870,6/20/2023,6/16/2023
R_CPS_RFC,CNF  ORSP TECO,62572324,72FC,0020,NEL-Z8-2,Rigging Assist for bearing housing lift,Reseal P-1032 NDE bearing housing,GB.NEL.NE-P-1032,1,2,2,"1,230.00",870,6/20/2023,6/16/2023
R_CPS_RFC,CNF  ORSP TECO,62572324,72FC,0025,NEL-I0-2,Removal of Instruments,Reseal P-1032 NDE bearing housing,GB.NEL.NE-P-1032,1,3,6,"1,230.00",870,6/20/2023,6/16/2023
R_CPS_RFC,CNF  ORSP TECO,62572324,72FC,0030,NEL-M0-2,clean faces and re-apply Hylomar sealing,Reseal P-1032 NDE bearing housing,GB.NEL.NE-P-1032,1,2,2,"1,230.00",870,6/20/2023,6/16/2023
R_CPS_RFC,CNF  ORSP TECO,62572324,72FC,0040,NEL-Z8-2,Rigging assist to refit bearing housing,Reseal P-1032 NDE bearing housing,GB.NEL.NE-P-1032,1,2,2,"1,230.00",870,6/20/2023,6/16/2023
R_CPS_RFC,CNF  ORSP TECO,62572324,72FC,0050,NEL-I0-2,Refit the Instruments,Reseal P-1032 NDE bearing housing,GB.NEL.NE-P-1032,1,6,6,"1,230.00",870,6/20/2023,6/16/2023
R_CPS_RFC,CNF  ORSP TECO,62572324,72FC,0060,NEL-S1-2,Destruct Scaffolding frame,Reseal P-1032 NDE bearing housing,GB.NEL.NE-P-1032,2,5,5,"1,230.00",870,6/20/2023,6/16/2023
R_CPS_RFC,CNF  ORSP TECO,62572324,72FC,0070,NEL-E0-2,Deisolate Pump P-1032,Reseal P-1032 NDE bearing housing,GB.NEL.NE-P-1032,1,1,1,"1,230.00",870,6/20/2023,6/16/2023
GBCMFC,CNF  ORSP TECO,62591248,72FC,0010,NEL-S1-2,Erect Scaffold,Replace east blast door C4/5 D-520 rolle,GB.NEL.NE-D-520,2,12,12,"3,142.40","2,761.33",6/17/2023,6/16/2023
GBCMFC,CNF  ORSP TECO,62591248,72FC,0020,NEL-Z8-2,Riggimg Assistance,Replace east blast door C4/5 D-520 rolle,GB.NEL.NE-D-520,1,8,8,"3,142.40","2,761.33",6/17/2023,6/16/2023
GBCMFC,CNF  ORSP TECO,62591248,72FC,0030,NEL-M0-2,Replace east blast door rollers and Rail,Replace east blast door C4/5 D-520 rolle,GB.NEL.NE-D-520,2,20,0,"3,142.40","2,761.33",6/17/2023,6/16/2023
GBCMFC,CNF  ORSP TECO,62591248,72FC,0040,NEL-S1-2,Dismantle scaffold,Replace east blast door C4/5 D-520 rolle,GB.NEL.NE-D-520,2,6,6,"3,142.40","2,761.33",6/17/2023,6/16/2023
GBKSTN,ICHA TECO,62642272,72FP,0010,NEL-E0-2,(M) G-8010 EM GEN HYD START/RUN CHECK,(M) G-8010 EM GEN HYD START/RUN CHECK,GB.NEL.NE-G-8010,1,2,0,80.01,0,6/16/2023,6/16/2023
GBKSTN,TECO,62642272,72FP,0020,NEL-O1,(M) G-8010 TAKE LUB OIL SAMPLE,(M) G-8010 EM GEN HYD START/RUN CHECK,GB.NEL.NE-G-8010,1,1,0,80.01,0,6/16/2023,6/16/2023
R_CPS_RFC,CNF  TECO,62642408,72FP,0010,NEL-E0-2,(W) CONDUCT EPI AUDIT,(W) EPI AUDITS,GB.NEL.E02,1,8,8,640,0,6/17/2023,6/16/2023
R_CPS_RFC,CNF  TECO,62642408,72FP,0020,NEL-I0-2,(W) CONDUCT EPI AUDIT,(W) EPI AUDITS,GB.NEL.E02,1,8,8,640,0,6/17/2023,6/16/2023
GBJMDC,CNF  PRT  TECO,62642440,72FP,0010,NEL-O2,(2W) DRAIN HYDRAULIC RETURNS TANK,(2W) PLATFORM HYDRAULICS RETURN TANK DRA,GB.NEL.A0102001,1,1,1,110.02,0.02,6/16/2023,6/16/2023
GBJMDC,CNF  PRT  TECO,62642440,72FP,0020,NEL-O2,(2W) CHANGE MICRON EAGLE FILTERS,(2W) PLATFORM HYDRAULICS RETURN TANK DRA,GB.NEL.A0102001,1,1,1,110.02,0.02,6/16/2023,6/16/2023
GBKSTN,CNF  ICHA ORSP QMDA TECO,62642555,72FP,0010,NEL-I0-2,(2) FZ26 FIRE & GAS INPUT TESTING (8HRS),(2) FZ26 FIRE & GAS INPUT TESTING (8HRS),GB.NEL.F0101051,2,8,8,320,0,6/16/2023,6/16/2023
R_CPS_RFC,CNF  ORSP TECO,62756513,72FC,0010,NEL-I0-2,Replace SD-082-02-2 Smoke detector,EPAF Replace SD-082-02-2 Smoke detector,GB.NEL.NE-SD-082-02-2,1,6,6,378.96,138.96,6/16/2023,6/16/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0004,NEL-I0-2,Raise / Follow up MOC 117731,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,1,1,1,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0005,NEL-I0-2,Install New Sounders and Beacons FZ045,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,2,16,16,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0006,NEL-I0-2,Run cable to Beacon and Sounder FZ045,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,2,16,16,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0007,NEL-I0-2,Gland cables & terminate in Beac & Sound,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,2,8,8,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0009,NEL-I0-2,Do Not Terminate in JB V-501 or V-500,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,1,1,1,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0010,NEL-I0-2,MOC 117731 approved - Pending Go Live,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,1,1,1,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0015,NEL-S1-2,Erect Scaffold to access JB - SAC 333945,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,2,12,12,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0020,NEL-I0-2,Tie In cables into JB V-501 / V-500,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,1,10,10,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0030,NEL-I0-2,Test CO2 operation / Ref W.O. 61556150,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,1,2,6,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0035,NEL-S1-2,Destruct Scaffold access JB - SAC 333945,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,2,6,6,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  TECO,28106892,72FC,0040,NEL-I0-2,"Raise Z6 To Update FLOCs, Drwgs & PMs",Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,1,3,5,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,TECO,28106892,72FC,0050,NEL-I0-2,Additional Materials - Sounder,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,0,0,0,"4,313.45","2,528.17",6/20/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,28106892,72FC,0060,NEL-I0-2,Additional Materials,Install Adequate CO2 Sounders RB211,GB.NEL.NE-CAA-045-01-1,0,0,0,"4,313.45","2,528.17",6/20/2023,6/17/2023
R_CPS_RFC,DLT  TECO,29495343,72FC,0010,NEL-S1-2,Erect Scaffold 2*6hrs,Replace Heat Detector HD-029-01-R,GB.NEL.NE-HD-029-01-R,2,12,0,305,166,6/17/2023,6/17/2023
R_CPS_RFC,CNF  ORSP TECO,29495343,72FC,0020,NEL-I0-2,Replace Heat Detector 1*4hrs,Replace Heat Detector HD-029-01-R,GB.NEL.NE-HD-029-01-R,1,4,12,305,166,6/17/2023,6/17/2023
R_CPS_RFC,DLT  TECO,29495343,72FC,0030,NEL-S1-2,Dismantle Scaffold 2*4hrs,Replace Heat Detector HD-029-01-R,GB.NEL.NE-HD-029-01-R,2,8,0,305,166,6/17/2023,6/17/2023
GBKSTN,DLT  TECO,61302443,72FC,0004,NEL-I0-2,Raise Fit 4 MTO risk when access granted,[CRV]Replace XS-045-03 RB211 G/B door sw,GB.NEL.NE-XS-045-03,1,3,0,942.1,445.08,8/1/2023,6/17/2023
GBKSTN,DLT  TECO,61302443,72FC,0005,NEL-S1-2,Scaffold Hop up,[CRV]Replace XS-045-03 RB211 G/B door sw,GB.NEL.NE-XS-045-03,2,6,0,942.1,445.08,8/1/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,61302443,72FC,0010,NEL-I0-2,Replace XS-045-03 RB211 G/B door switch,[CRV]Replace XS-045-03 RB211 G/B door sw,GB.NEL.NE-XS-045-03,1,10,10,942.1,445.08,8/1/2023,6/17/2023
GBKSTN,DLT  TECO,61302443,72FC,0020,NEL-S1-2,Destruct Scaffold hop up,[CRV]Replace XS-045-03 RB211 G/B door sw,GB.NEL.NE-XS-045-03,2,4,0,942.1,445.08,8/1/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,61302443,72FC,0030,NEL-I0-2,Raise Fit 4 MTO risk,[CRV]Replace XS-045-03 RB211 G/B door sw,GB.NEL.NE-XS-045-03,1,3,0,942.1,445.08,8/1/2023,6/17/2023
GBKSTN,CNF  ORSP TECO,61302443,72FC,0040,NEL-I0-2,Additional Materials,[CRV]Replace XS-045-03 RB211 G/B door sw,GB.NEL.NE-XS-045-03,0,0,0,942.1,445.08,8/1/2023,6/17/2023
GBCMFC,CNF  ORSP PRT  TECO,62028055,72FC,0010,NEL-S1-2,Erect Scaffold,Replace Drilling SCR Room Filters,GB.NEL.NE-HCF-8900,2,8,8,"1,021.32","1,021.32",6/18/2023,6/17/2023
GBCMFC,CNF  ORSP PRT  TECO,62028055,72FC,0020,NEL-E0-2,Isolate Fans,Replace Drilling SCR Room Filters,GB.NEL.NE-HCF-8900,1,2,2,"1,021.32","1,021.32",6/18/2023,6/17/2023
GBCMFC,CNF  ORSP PRT  TECO,62028055,72FC,0030,NEL-M0-2,Replace HCF-8900 SCR Room Filters,Replace Drilling SCR Room Filters,GB.NEL.NE-HCF-8900,2,6,6,"1,021.32","1,021.32",6/18/2023,6/17/2023
GBCMFC,CNF  ORSP PRT  TECO,62028055,72FC,0040,NEL-E0-2,Deisolate fans and Test,Replace Drilling SCR Room Filters,GB.NEL.NE-HCF-8900,1,2,2,"1,021.32","1,021.32",6/18/2023,6/17/2023
GBCMFC,CNF  ORSP PRT  TECO,62028055,72FC,0050,NEL-S1-2,Dismantle Scaffold,Replace Drilling SCR Room Filters,GB.NEL.NE-HCF-8900,2,6,6,"1,021.32","1,021.32",6/18/2023,6/17/2023
GBJMDC,CNF  PRT  TECO,62560985,72FC,0010,NEL-O2,Isolate valve for UHS128,Replace valve for UHS128,GB.NEL.E0303888,1,1,1,521.72,520.43,6/17/2023,6/17/2023
GBJMDC,CNF  PRT  TECO,62560985,72FC,0020,NEL-M0-2,Replace valve for UHS128,Replace valve for UHS128,GB.NEL.E0303888,1,2,2,521.72,520.43,6/17/2023,6/17/2023
GBJMDC,CNF  PRT  TECO,62560985,72FC,0030,NEL-O2,Deisolate valve for UHS128,Replace valve for UHS128,GB.NEL.E0303888,1,1,1,521.72,520.43,6/17/2023,6/17/2023
R_CPS_RFC,CNF  ORSP TECO,62636721,72FP,0010,NEL-M0-2,(M) PLAT HVAC CHECK ON/OFF LINE VIBRAT'N,"(M) SAFETY HVAC , LQ VIBRATION ROUTE",GB.NEL.G0207,1,4,4,160,160,6/17/2023,6/17/2023
R_CPS_RFC,CNF  PRT  TECO,62642048,72FP,0010,NEL-O2,(W) K-7004 WEEKLY INSPECTION,"(W,M) K-7004 WEEKLY INSPECTION",GB.NEL.NE-K-7004,1,2,2,0.02,0.02,6/17/2023,6/17/2023
GBKSTN,CNF  ICHA ORSP QMDA TECO,62642051,72FP,0010,NEL-I0-2,(2) FIRE & GAS INPUT TESTING (13HRS),(2) FZ082SD FIRE & GAS INPUT TESTING,GB.NEL.F0101082,2,13,13,520,0,6/17/2023,6/17/2023
GBKSTN,CNF  ICHA ORSP QMDA TECO,62642052,72FP,0010,NEL-I0-2,(2) FIRE & GAS INPUT TESTING (3.3HRS),(2) FZ082HD FIRE & GAS INPUT TESTING,GB.NEL.F0101082,1,3.3,3.3,132,0,6/17/2023,6/17/2023
GBKSTN,CNF  ICHA ORSP QMDA TECO,62642055,72FP,0010,NEL-I0-2,(3) FIRE ZONES OUTPUT TESTING (5.7HRS),(3) FZ106 FIRE ZONES OUTPUT TESTING,GB.NEL.F0101106,3,5.7,5.7,228,0,6/17/2023,6/17/2023
GBKSTN,CNF  ICHA ORSP QMDA TECO,62642056,72FP,0010,NEL-I0-2,(3) FIRE ZONE OUTPUT - SD001 ASSURANCE,(3) FZ106 O/P TEST-SD001 ASSURANCE,GB.NEL.F0101106,1,0.5,0.5,20,0,6/17/2023,6/17/2023
GBPRA1,PRT  TECO,62642156,72FP,0010,NEL-O2,(Q) DCU 3 BATTERY RECHARGE,(Q) DCU 3 BATTERY RECHARGE,GB.NEL.G0204001,1,2,0,0.02,0,6/17/2023,6/17/2023
R_CPS_RFC,CNF  PRT  TECO,62642250,72FP,0010,NEL-O1,(M) OIL SAMPLE OF Sth Sat HPU,(M) OIL SAMPLE OF SOUTH SAT HPU,GB.NEL.NE-ZA-7210,1,1,1,0.01,0.01,6/17/2023,6/17/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62642275,72FP,0010,NEL-Z3-2,(W) STAGNANT WATER CHECKS,(W) STAGNANT WATER CHECKS,GB.NEL.D0105,1,2,2,80,0,6/17/2023,6/17/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62642321,72FP,0010,NEL-M5-5,(W) EAST CRANE MECH,"(W,M,Q,H) EAST CRANE MECH",GB.NEL.K0101001,1,5,0,20.05,0,6/17/2023,6/17/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62642321,72FP,0020,NEL-S9-2,(W) ACCESS SAFETY - ACCESS TO BOOM,"(W,M,Q,H) EAST CRANE MECH",GB.NEL.K0101001,1,0.5,0,20.05,0,6/17/2023,6/17/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62642323,72FP,0010,NEL-M5-5,(W) WEST CRANE MECH,"(W,M,Q,H) WEST CRANE MECH",GB.NEL.K0101002,1,5,0,20.05,0,6/17/2023,6/17/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62642323,72FP,0020,NEL-S9-2,(W) ACCESS SAFETY - ACCESS TO BOOM,"(W,M,Q,H) WEST CRANE MECH",GB.NEL.K0101002,1,0.5,0,20.05,0,6/17/2023,6/17/2023
TPGBMBEC,CNF  ICHA QMDA TECO,62642412,72FP,0010,NEL-ZF-S,(Q) UT INSPECTION OF WELL FLOWLINE 22,(Q) UT INSPECTION OF WELL FLOWLINE 22,GB.NEL.A0101888,2,10,10,0.1,0.1,6/17/2023,6/17/2023
R_CPS_RFC,CNF  PRT  TECO,62642413,72FP,0010,NEL-O2,(W) FBR/SBT CHECKS,(W) SSP FBR/SBT CHECKS,GB.NEL,1,1,1,0.01,0.01,6/17/2023,6/17/2023
R_CPS_RFC,CNF  TECO,62642427,72FP,0010,NEL-ZF-S,(Q) UT INSPECTION OF WELL 17 FLOWLINE,(Q) UT INSPECTION OF WELL 17 FLOWLINE,GB.NEL.A0101888,1,12,12,0.12,0.12,6/18/2023,6/17/2023
